TotalSpend,AvgTransactionValue,PurchaseFrequency,Cluster
-0.06170142816431206,-0.07026341151063888,-0.011458189609547545,3
-0.877743531947443,-0.93493297071245,-0.46749413606953183,0
-0.40585722136043945,-0.026271311034434745,-0.46749413606953183,3
1.032547041934244,-0.07676889979100074,1.3566496497704053,1
-0.7839286123220244,-0.04002805924387881,-0.9235300825295161,0
0.4158794206926657,1.5560602044896739,-0.46749413606953183,2
-0.4854822925014072,0.7262207093225856,-0.9235300825295161,2
0.4399704356215487,-1.0972499593864549,2.2687215426903737,1
-1.4063017123489852,-1.6379456404396886,-0.9235300825295161,0
-0.9571662035533585,-1.087868826189417,-0.46749413606953183,0
0.1436958081094616,0.24614601070572123,-0.011458189609547545,3
0.9649237161960852,0.2517197358608057,0.900613703310421,1
1.3857506413729626,0.7147723019306088,0.900613703310421,1
-1.7223950835230486,-1.5544079800519666,-1.8356019754494848,0
-1.2635389267872257,-0.45858713033918647,-1.3795660289895004,0
0.22269726987216107,0.367845831618917,-0.011458189609547545,3
0.7037517323712461,-0.39333211107616495,1.3566496497704053,1
0.7190848647158556,1.1325187889050357,-0.011458189609547545,2
-0.7010104460431852,-1.3620943983961031,0.44457775685043677,3
-1.3921282746376464,0.9894317539302349,-1.8356019754494848,2
1.0681255980417497,-0.0425139647396131,1.3566496497704053,1
0.6497329375431989,0.37189490819756155,0.44457775685043677,1
0.9252041750065709,0.7255254984636094,0.44457775685043677,1
0.08736309427257756,-0.7138950419785575,0.900613703310421,3
-1.0270432754656091,-1.2224237278949603,-0.46749413606953183,0
0.04471149495366286,0.8413413074703769,-0.46749413606953183,2
-0.494716087505938,-0.19737745032556062,-0.46749413606953183,3
1.8337702175969515,0.6946465494774029,1.3566496497704053,1
-0.9197934029189061,-1.0159039687874858,-0.46749413606953183,0
-0.5019696492215825,-0.7484858451332425,-0.011458189609547545,3
-0.7997157760560744,-0.7846831571906191,-0.46749413606953183,0
-1.528561972035755,-1.9518438767654425,-0.9235300825295161,0
-1.8241528173348291,-2.33818448906293,-1.8356019754494848,0
-0.21559071789622328,-0.7389467094682562,0.44457775685043677,3
-0.48122096174990836,-0.17139131109684794,-0.46749413606953183,3
-0.8694177997217936,-0.2595180653870058,-0.9235300825295161,0
0.4296644701070133,0.6866737449446866,-0.011458189609547545,2
-0.4214638665902541,-0.6244686546901252,-0.011458189609547545,3
0.4224601407107051,0.08013808438042273,0.44457775685043677,3
0.27465377754576,2.677839104103531,-0.9235300825295161,2
1.467377826833633,0.8045899334253914,0.900613703310421,1
-0.5824863723683196,0.4771666858431853,-0.9235300825295161,2
-1.2778491209411669,-1.3081488446722898,-0.9235300825295161,0
-0.12975690426109548,1.6395311527242613,-0.9235300825295161,2
1.3973694687364842,0.7275569587658135,0.900613703310421,1
1.1818577259678182,0.4904208357260103,0.900613703310421,1
-0.3264509605276362,-1.1692310684708036,0.900613703310421,3
0.20985310478291982,0.34805970923253066,-0.011458189609547545,3
-0.6300830846517461,-1.6775445700737137,1.3566496497704053,3
-0.21798122051291757,1.4130188146722813,-0.9235300825295161,2
1.2211013547370748,0.5336021578238234,0.900613703310421,1
-0.5357047284828045,-0.27630494981512,-0.46749413606953183,3
1.0115303118350685,0.8363449183172276,0.44457775685043677,1
2.5015902186296253,1.3376217925498979,1.3566496497704053,1
-0.33348571193511667,-0.48894045778201534,-0.011458189609547545,3
-0.15556010985136345,-0.21485041658117024,-0.011458189609547545,3
0.5848173893685725,0.2885608954351965,0.44457775685043677,3
-1.6799021216775527,-1.2271111344441201,-1.8356019754494848,0
1.972556125807826,0.8282692366220457,1.3566496497704053,1
-1.8516572730710743,-2.5500341980892243,-1.8356019754494848,0
-0.7270269916839135,0.10606453378790996,-0.9235300825295161,0
-0.9998396839030899,-0.594370940128779,-0.9235300825295161,0
-1.1428158095153096,0.00634039835028074,-1.3795660289895004,0
0.3131479810095544,0.507182941354389,-0.011458189609547545,2
2.2955310811736545,0.33197295129572946,2.2687215426903737,1
0.1815937534835081,2.4389112832366973,-0.9235300825295161,2
0.341084587104424,-0.024326125095682164,0.44457775685043677,3
